Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable
ds3o8tr3,Task_1,1732701023655705300,1732701323655519200,Task,920.2637075718015,92.59875675574739,75.02113140354564,49.08616187989556,0.007485402097323609,0.008569487523038842,0.8734947191648628,75.11844924549493,77.28459530026109,0.006526838115865363,1150.0,723.0,1008.9999999999999,69.0,5.223540178067686,3.2796572398883347e-05,12,-4.3508425902876474e-05,2024-11-27 10:50:23.655705,2024-11-27 10:55:23.655519
ds3o8tr3,Task_2,1732701293656477000,1732701593655608400,Task,929.9516129032259,101.13868049766775,94.1140273007743,50.26881720430107,0.050007528234028015,0.046424385567660896,1.0771823390348354,94.23769022944055,75.80645161290323,0.018384511591886754,1133.0,506.0,1023.8,70.99999999999994,7.788377402720867,8.341573437717066e-05,15,0.0001291784790091453,2024-11-27 10:54:53.656477,2024-11-27 10:59:53.655608
ds3o8tr3,Task_3,1732701563655866500,1732701863655606000,Task,943.8948787061995,134.74150326989525,108.63311674647862,52.2911051212938,0.010060518150290652,0.010915921483759456,0.9216370936030036,108.78019545673989,75.74123989218329,0.015627324619008138,1201.0,360.0,1067.0,100.0,8.304523983855253,6.278578859985851e-05,16,-0.0008153258115815139,2024-11-27 10:59:23.655867,2024-11-27 11:04:23.655606
ds3o8tr3,Task_4,1732701833655943300,1732702133655156300,Task,963.6967213114754,126.59913367300345,108.35640077559376,52.459016393442624,0.011176768413695946,0.014019776269209352,0.7972144632751876,108.50344589961612,73.77049180327869,0.013587181343723848,1168.0,324.0,1080.0,93.0,6.633107560010364,4.962774494718849e-05,14,0.0002866017409046439,2024-11-27 11:03:53.655943,2024-11-27 11:08:53.655156
ds3o8tr3,Task_5,1732702103656163600,1732702339915464100,Task,989.543795620438,103.12299236722751,96.92450141403346,52.18978102189781,0.028236260507225525,0.02181899803251758,1.294113527355568,97.10133607622046,76.64233576642336,0.012344973079243766,1156.0,757.0,1100.0,89.5,4.9262181827010165,5.6500622513041947e-05,18,-0.00024651235938832173,2024-11-27 11:08:23.656164,2024-11-27 11:12:19.915464
ds3o8tr3,Baseline_1,1732700328610093600,1732700628609399900,Baseline,841.8971291866029,88.40750123554159,61.281087642419415,35.406698564593306,0.007081222506993902,0.008447385359215973,0.8382738807184157,61.353724445386526,66.50717703349282,0.01186865607176638,1136.0,630.0,921.6,63.0,6.979549393261036,8.603784505944709e-05,20,-5.623242175201194e-05,2024-11-27 10:38:48.610094,2024-11-27 10:43:48.609400
oyex8tmq,Task_1,1732701029000442000,1732701328999474200,Task,556.7774294670846,41.36407247045642,22.087133002497534,2.978056426332288,0.03831946609185229,0.014541308491444598,2.635214438535405,22.10448575812615,28.526645768025077,0.0157664044033052,695.0,459.0,586.0,25.0,4.861002663372895,1.3035122323487972e-06,11,5.790969071908248e-06,2024-11-27 10:50:29.000442,2024-11-27 10:55:28.999474
oyex8tmq,Task_2,1732701299001082300,1732701598998720200,Task,566.6990445859873,40.59568646853109,20.8646813594089,2.0700636942675157,0.02855161825406641,0.009183959130024025,3.1088572858219723,20.881256273447324,28.503184713375795,0.014133312947119746,707.0,471.0,600.0,25.0,3.8093686951052175,4.628782174207809e-07,71,-2.1084438007297617e-05,2024-11-27 10:54:59.001082,2024-11-27 10:59:58.998720
oyex8tmq,Task_3,1732701569000573300,1732701869000100700,Task,556.7228346456693,37.86196952657911,21.098088480699673,2.9921259842519685,0.028001459505133105,0.012529155934097435,2.2349039035365994,21.11473856408832,32.125984251968504,0.005757107651338172,666.0,449.0,591.0,27.0,3.2394282768053833,1.481773610956568e-07,14,-5.202054684030849e-06,2024-11-27 10:59:29.000573,2024-11-27 11:04:29.000101
oyex8tmq,Task_4,1732701839001018900,1732702138999858800,Task,592.5401337792642,53.15938766703866,25.885878910482724,5.016722408026756,0.018378693811652178,0.010550070916620368,1.742044575520223,25.90705453518174,38.12709030100335,0.009010201837373335,771.0,449.0,636.6,35.5,5.578085841585703,6.737080417358422e-06,11,-1.3308312434092934e-05,2024-11-27 11:03:59.001019,2024-11-27 11:08:58.999859
oyex8tmq,Task_5,1732702109000498100,1732702350774614800,Task,593.0477178423237,44.69313021876877,24.01887684523248,3.941908713692946,0.028644530800586657,0.015988343755824103,1.7915883745089145,24.043335500341502,34.439834024896264,0.01764194888213646,770.0,501.0,628.8,29.5,4.2074529095567605,4.0531196779634105e-06,6,1.9988234927344538e-05,2024-11-27 11:08:29.000498,2024-11-27 11:12:30.774615
oyex8tmq,Baseline_1,1732700291917309100,1732700591915745100,Baseline,573.0982286634461,48.60145703463595,24.672140485353765,5.314009661835748,0.03985211714540927,0.016309601973363685,2.4434757641844636,24.692052557087976,36.71497584541063,0.02134952320419204,736.0,450.0,612.0,33.0,4.3551218734601695,5.60346537842976e-06,6,1.4612404086134555e-05,2024-11-27 10:38:11.917309,2024-11-27 10:43:11.915745
inapoueb,Task_1,1732701132758712320,1732701407636619264,Task,761.7618296529969,43.448777495361064,40.8328964737891,23.974763406940063,0.017704456938754012,0.017553426099455097,1.0086040661488644,40.865114779419976,68.13880126182966,0.011404036411496328,895.0,655.0,799.0,30.5,4.612265560687537,1.5294935809753564e-05,21,-0.00011220307027081882,2024-11-27 10:52:12.758712,2024-11-27 10:56:47.636619
inapoueb,Task_2,1732701407636619264,1732701682514526208,Task,759.0924764890282,43.812457886665925,39.12520657631001,18.96551724137931,0.014622036598620504,0.010207959229037371,1.4324152624970259,39.15588661052425,66.61442006269593,0.01475613050150925,894.0,633.0,795.0,29.0,3.63051378562156,1.0028874844364518e-05,21,-5.5278086546555026e-05,2024-11-27 10:56:47.636619,2024-11-27 11:01:22.514526
inapoueb,Task_3,1732701682514526208,1732701957392433152,Task,749.8478260869565,46.90676180678349,36.52847799334252,13.664596273291925,0.0064064743149305076,0.004779927309422122,1.3402869751391742,36.55690741217655,60.86956521739131,0.0062837519889723786,925.0,631.0,787.0,30.0,3.5961569092197667,7.9041303691481e-06,20,-0.0003182434959932731,2024-11-27 11:01:22.514526,2024-11-27 11:05:57.392433
inapoueb,Task_4,1732701957392433152,1732702232270340096,Task,748.2531055900621,44.607842725713844,33.23374963926786,11.024844720496894,0.008276078593702923,0.005377428633817355,1.539040154183852,33.25945415704024,49.68944099378882,0.0026854651704211045,925.0,623.0,781.0,25.0,2.212234384267486,1.4751121409823347e-06,11,6.816355344437544e-07,2024-11-27 11:05:57.392433,2024-11-27 11:10:32.270340
inapoueb,Baseline_1,1732700308124991488,1732700445563944960,Baseline,741.417808219178,49.427628741999726,30.492074222476504,7.077625570776255,0.004843242539493696,0.004145288661112551,1.1683728047527142,30.527005321030362,50.91324200913242,0.0037674903294623394,947.0,604.0,781.0,28.5,3.9673698843996865,1.5020458249215782e-05,9,-0.0001815583090607557,2024-11-27 10:38:28.124991,2024-11-27 10:40:45.563945
l5v020tw,Task_1,1732701132758712320,1732701407636619264,Task,812.7272727272727,100.31194026384478,76.18647797768435,46.2962962962963,0.00911994488839054,0.0129650566734187,0.7034249921242913,76.25070858479143,76.26262626262627,0.006854496807895155,1077.0,409.0,906.0,74.5,6.377017198751938,2.437920531467601e-05,56,-1.5430453305382105e-05,2024-11-27 10:52:12.758712,2024-11-27 10:56:47.636619
l5v020tw,Task_2,1732701407636619264,1732701682514526208,Task,837.2894280762565,109.37745763517651,90.74617377914925,53.20623916811091,0.006776362758551149,0.009685849420733458,0.6996147125770629,90.82504861832852,77.64298093587522,0.006337831169335338,1472.0,426.0,936.8,83.0,6.664548417527048,2.5329397261552495e-05,51,-0.00021815863074484745,2024-11-27 10:56:47.636619,2024-11-27 11:01:22.514526
l5v020tw,Task_3,1732701682514526208,1732701957392433152,Task,870.7459459459459,117.66082916202208,97.31482461707829,51.711711711711715,0.005469183747725316,0.011223920540407323,0.48727926467722804,97.40276557345926,76.03603603603604,0.007754860652668215,1394.0,440.0,971.0,86.0,6.20452299901379,1.7194566432498062e-05,45,-0.0001845686702430861,2024-11-27 11:01:22.514526,2024-11-27 11:05:57.392433
