Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable
lnquq1pu,Task_1,1730985894619381760,1730986169497288704,Task,785.9435483870968,62.46015885808827,39.863843388377056,7.096774193548387,0.01591680935423805,0.007050658026186176,2.257492746793696,39.8960752810665,38.87096774193549,0.02047491903471239,1016.9999999999999,368.0,833.0,38.0,19.676557249681252,3.6519284004524827e-07,673,-7.0945272988421355e-06,2024-11-07 14:24:54.619382,2024-11-07 14:29:29.497289
lnquq1pu,Task_2,1730986169497288704,1730986444375195648,Task,783.2163461538462,74.18818847106559,74.48970325387747,6.25,0.032896420503259464,0.026767058673432462,1.2289889936958474,74.54913718038809,38.94230769230769,0.011660377976132202,1515.0,341.0,832.0,39.0,19.68079340591187,3.3478797507741824e-07,584,3.891098479034905e-06,2024-11-07 14:29:29.497289,2024-11-07 14:34:04.375196
lnquq1pu,Task_3,1730986444375195648,1730986719253102592,Task,783.3642172523962,67.69109788994655,55.38854755272068,7.348242811501597,0.0145116461442722,0.007780915155074061,1.8650307650262605,55.432904141299154,40.415335463258785,0.015811545343669606,1163.0,331.0,830.0,36.5,19.679196870477536,3.7058455824683513e-07,684,-7.333542355689385e-06,2024-11-07 14:34:04.375196,2024-11-07 14:38:39.253103
lnquq1pu,Task_4,1730986719253102592,1730986994131009536,Task,809.8066115702479,86.80419060093608,80.45777552470679,10.909090909090908,0.01700616697771639,0.009903811856612215,1.7171334859680654,80.52446075672289,45.6198347107438,0.01773285598436197,1727.0,366.0,872.0,48.0,19.67341611191544,2.471725386519859e-07,353,-2.5162255894323567e-06,2024-11-07 14:38:39.253103,2024-11-07 14:43:14.131010
lnquq1pu,Task_5,1730986994131009536,1730987131569963008,Task,895.5398230088496,654.9139159574802,726.9652633261373,39.823008849557525,0.010192123288778391,0.0014350225635576391,7.102413263461564,728.0369580902244,61.94690265486725,0.014241052430554428,8259.0,325.0,884.8000000000001,67.0,19.65350889352747,2.6768301074784215e-07,226,1.7513584974900346e-06,2024-11-07 14:43:14.131010,2024-11-07 14:45:31.569963
lnquq1pu,Baseline_1,1730984795107753984,1730985069985660928,Baseline,779.8354632587859,114.52078974729893,126.85524979282489,9.904153354632587,0.04581760230167616,0.04431814494004178,1.0338339378523855,126.9568275701101,39.456869009584665,0.019029392685056514,2273.0,305.0,850.0,57.0,19.678127507849453,3.648615687037092e-07,665,-1.2005495431170083e-06,2024-11-07 14:06:35.107754,2024-11-07 14:11:09.985661
wmbx1goy,Task_1,1730985894619381760,1730986169497288704,Task,606.3673218673218,41.1395365147871,21.18706584021462,1.2285012285012284,0.024759938850198438,0.0023355048831014908,10.601535894593324,21.199785618484302,29.85257985257985,0.004818331249470049,812.0,509.0,641.0,30.0,7.495316539451287,3.0005902041022028e-05,39,-0.0002666171253910004,2024-11-07 14:24:54.619382,2024-11-07 14:29:29.497289
wmbx1goy,Task_2,1730986169497288704,1730986444375195648,Task,617.2830188679245,44.39307081591561,22.749096917885446,2.2641509433962264,0.019522132658468104,0.002311938740367984,8.44405274136322,22.76322385043309,31.82389937106918,0.002844784223831619,812.0,529.0,651.0,30.0,6.803395394492938,1.4291073677662545e-05,21,-6.12673807087664e-05,2024-11-07 14:29:29.497289,2024-11-07 14:34:04.375196
wmbx1goy,Task_3,1730986444375195648,1730986719253102592,Task,622.9393173198483,47.294647210051494,22.815134883380274,2.6548672566371683,0.026761713831305937,0.003410554846594975,7.84673316660609,22.829585719347875,29.582806573957015,0.009415826717558766,844.0,518.0,656.0,29.0,6.460225616808503,2.4856653253274974e-05,32,7.270481236147374e-05,2024-11-07 14:34:04.375196,2024-11-07 14:38:39.253103
wmbx1goy,Task_4,1730986719253102592,1730986994131009536,Task,636.5120405576679,52.00150251166244,24.068008549379297,3.4220532319391634,0.03355869088494563,0.002850890329828688,11.771301945158374,24.083217546621146,31.432192648922687,0.015245657619807295,844.0,518.0,674.4000000000001,31.0,9.104318817754795,4.242788401197361e-05,32,-0.00020837197382003134,2024-11-07 14:38:39.253103,2024-11-07 14:43:14.131010
wmbx1goy,Task_5,1730986994131009536,1730987131569963008,Task,641.7231968810917,42.033484930290875,19.97698871514423,0.9746588693957114,0.03423652394767568,0.0029044440096449497,11.78763434033658,19.99640904268802,27.87524366471735,0.008713327562963016,837.0,531.0,672.6,23.0,9.402617017404557,3.881684816336266e-05,23,-0.0002473737510630009,2024-11-07 14:43:14.131010,2024-11-07 14:45:31.569963
wmbx1goy,Baseline_1,1730985069985660928,1730985207424614400,Baseline,632.4961089494163,43.524152337318,20.328011958266814,1.7509727626459144,0.03339021698842019,0.003354732187684812,9.953169171296398,20.347193718420048,25.09727626459144,0.013427075773015777,788.0,513.0,667.0,25.5,3.123212294911797,1.844760939938139e-05,15,-1.652442299084275e-05,2024-11-07 14:11:09.985661,2024-11-07 14:13:27.424614
rkq41ia3,Task_1,1730985859562633600,1730986159562353300,Task,766.7130242825607,53.45117475046888,36.294396066620365,7.72626931567329,0.021530095569498545,0.005070706443958924,4.245975547479938,36.33458960470643,42.16335540838852,0.006611362419914851,1004.0,652.0,806.6,32.0,6.797262637863799,3.3510598372401395e-05,32,0.0003212142146816938,2024-11-07 14:24:19.562634,2024-11-07 14:29:19.562353
rkq41ia3,Task_2,1730986129562683400,1730986429561675600,Task,761.9166666666666,64.59508424350035,40.592020002853864,12.719298245614036,0.01005059330232927,0.0020456024234963063,4.913268182949734,40.63628994164842,45.39473684210527,0.0026287996922579634,1004.0,636.0,812.0,43.5,7.870742403730555,3.608627457609793e-05,36,0.00024783287281903636,2024-11-07 14:28:49.562683,2024-11-07 14:33:49.561676
rkq41ia3,Task_3,1730986399562795300,1730986699562175500,Task,761.1144708423326,52.50810972295861,33.549633710041036,9.935205183585314,0.023300955313074977,0.006685314633370581,3.4853939703548664,33.58560870512815,39.740820734341256,0.017287185732713456,990.0,651.0,794.0,28.0,6.746373141049141,1.5382900341974734e-05,15,2.6468076129073136e-05,2024-11-07 14:33:19.562795,2024-11-07 14:38:19.562176
rkq41ia3,Task_4,1730986669562934600,1730986969562319500,Task,764.021978021978,55.35806115106274,30.980312065613855,8.35164835164835,0.020882430833051024,0.004188956990529279,4.985114643159062,31.014484998168943,38.24175824175824,0.012227131587431392,965.0,607.0,799.0,29.0,5.667269265626247,8.466626428190487e-06,20,-5.0319166307852706e-05,2024-11-07 14:37:49.562935,2024-11-07 14:42:49.562320
rkq41ia3,Task_5,1730986939563116600,1730987186463679700,Task,744.0205128205129,55.32316453747661,37.906663887700745,7.6923076923076925,0.0319556614755144,0.004577350738207581,6.981256911072482,37.955003299457076,37.69230769230769,0.005588445220464265,921.0,334.0,773.0,26.0,6.3509636085944114,1.3919809718745137e-05,22,-4.432496472903884e-05,2024-11-07 14:42:19.563117,2024-11-07 14:46:26.463680
rkq41ia3,Baseline_1,1730984732595543200,1730985032594263000,Baseline,768.4449339207049,60.75932551082048,31.36071557277039,10.572687224669604,0.015662702429346816,0.002918527550527257,5.366645391617843,31.395312716887254,40.308370044052865,0.010685403306601426,1010.0,608.0,819.4000000000001,40.5,5.6825973051825995,2.2456941410005933e-05,13,0.00028768778189624167,2024-11-07 14:05:32.595543,2024-11-07 14:10:32.594263
