Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable
4e7fwihc,Task_1,1721746560972226560,1721746835850133504,Task,813.8116666666666,48.29886988266004,27.336797559968954,7.166666666666667,0.010086336554680633,0.003360345666508252,3.0015770863124875,27.35940196424267,41.5,0.009766772512235528,985.0,663.0,847.0,27.0,10.774457378621213,3.3494103391574377e-05,33,-0.00035769896822756197,2024-07-23 16:56:00.972227,2024-07-23 17:00:35.850133
4e7fwihc,Task_2,1721746835850133504,1721747110728040448,Task,828.6644736842105,55.65118334442199,30.63144975814423,11.18421052631579,0.01452886715130643,0.003201513849801412,4.538124097825673,30.664900747775782,46.271929824561404,0.007039808148131249,1048.0,690.0,876.0,36.0,11.186680061152126,3.598399066834785e-05,21,-5.733773423763552e-05,2024-07-23 17:00:35.850133,2024-07-23 17:05:10.728040
4e7fwihc,Baseline_1,1721745736338505728,1721745873777459200,Baseline,898.7049180327868,77.41636461364781,35.61094952437238,11.475409836065573,0.009298104748765766,0.0020657801232657268,4.501013754584242,35.65349681327626,47.540983606557376,0.019236790426954198,1115.0,697.0,960.0,46.5,7.220706068856761,6.280601044087806e-05,22,5.953832104981426e-06,2024-07-23 16:42:16.338506,2024-07-23 16:44:33.777459
p7iju5ef,Task_1,1721746560972226560,1721746835850133504,Task,682.6471408647141,57.97087650914474,20.748864140682294,2.2315202231520224,0.001856416345048469,0.0004912677839682334,3.778827770983064,20.76328969430331,24.686192468619247,0.0010975330837951344,866.0,544.0,731.0,39.0,15.084666301055089,5.721704339635197e-05,70,0.000365846616530829,2024-07-23 16:56:00.972227,2024-07-23 17:00:35.850133
p7iju5ef,Task_2,1721746835850133504,1721747110728040448,Task,663.2336956521739,44.5678540133759,19.439947649771344,2.0380434782608696,0.016536964737366683,0.0031679277792433574,5.220120498238267,19.45313373070299,20.652173913043477,0.013075863619554352,923.0,544.0,696.0,26.0,17.428824341049495,4.6391354850910215e-05,73,0.0002950071944390761,2024-07-23 17:00:35.850133,2024-07-23 17:05:10.728040
p7iju5ef,Task_3,1721747110728040448,1721747385605947392,Task,646.6174142480211,43.77302828750018,16.8216222434379,1.1873350923482848,0.006831844358174855,0.0015418602484273192,4.4309102366075415,16.832730691042872,16.490765171503956,0.006024470335069626,923.0,528.0,678.0,26.0,18.584061448834213,4.0092615644465706e-05,59,-0.00014863127961920022,2024-07-23 17:05:10.728040,2024-07-23 17:09:45.605947
p7iju5ef,Task_4,1721747385605947392,1721747660483854336,Task,735.2071535022354,98.35150338153323,36.61962608937144,12.071535022354695,0.0016271864391454636,0.00045568699609679995,3.5708423832217635,36.646889340846066,43.36810730253353,0.0006591872431975687,1061.0,568.0,831.0,76.0,19.815917640877988,6.321485312453523e-05,13,6.120994426000684e-05,2024-07-23 17:09:45.605947,2024-07-23 17:14:20.483854
p7iju5ef,Task_5,1721747660483854336,1721747797922807808,Task,779.3469879518073,69.6267140438101,39.655064677659674,12.771084337349398,0.04420944369177443,0.00935648173888298,4.725007211637262,39.69957576435176,58.31325301204819,0.012127185144731382,1008.9999999999999,568.0,833.2,43.0,18.09632519019915,0.00013725083529359707,14,-0.0009295406331797371,2024-07-23 17:14:20.483854,2024-07-23 17:16:37.922808
p7iju5ef,Baseline_1,1721745873777459200,1721746011216412672,Baseline,774.7505995203837,59.290599169515026,37.94752196226946,16.786570743405278,0.04132291483499804,0.017028934432748347,2.426629510976913,37.99317746421873,58.752997601918466,0.01276511741067202,923.0,599.0,820.8,38.0,10.004944476327264,7.772122843209531e-05,19,-0.000139733691123952,2024-07-23 16:44:33.777459,2024-07-23 16:46:51.216413
qcmosl88,Task_1,1721746560972226560,1721746835850133504,Task,800.8623548922056,45.196977074113725,25.51925857346829,4.643449419568822,0.019365576187741165,0.005174122102221671,3.7427752583237166,25.540469808409632,42.62023217247098,0.008907333385695276,951.0,659.0,835.0,28.0,11.778257408869012,0.0001109292062498119,44,1.0121284346094316e-06,2024-07-23 16:56:00.972227,2024-07-23 17:00:35.850133
qcmosl88,Task_2,1721746835850133504,1721747110728040448,Task,793.7796052631579,57.2250458856516,26.88271555083582,6.4144736842105265,0.014180124587840738,0.0029347817556944294,4.831747560215233,26.904810022860843,42.92763157894737,0.005520021419477658,973.0,623.0,841.6,39.0,12.191288832592203,0.00010317111856175905,36,-0.001090357919780355,2024-07-23 17:00:35.850133,2024-07-23 17:05:10.728040
qcmosl88,Task_3,1721747110728040448,1721747385605947392,Task,783.1666666666666,48.761714020191356,24.88088316036121,4.0453074433656955,0.010999906386943608,0.002106061947649422,5.222973806264633,24.90029698697953,42.07119741100323,0.007281625369555077,907.0,623.0,822.6,31.5,12.472609883745218,0.0001255090396691462,48,-0.000270627727640629,2024-07-23 17:05:10.728040,2024-07-23 17:09:45.605947
qcmosl88,Task_4,1721747385605947392,1721747660483854336,Task,841.175652173913,57.09783246632637,26.117464486804845,5.217391304347826,0.006673719737465573,0.0018459843849340906,3.615263374887027,26.14008740672218,44.34782608695652,0.0035051290050738676,972.0,695.0,895.0,43.0,12.859622934456999,0.0001669932117804305,62,0.0006851561196900022,2024-07-23 17:09:45.605947,2024-07-23 17:14:20.483854
