Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable,HRV_MeanNN_norm,HRV_SDNN_norm,HRV_RMSSD_norm,HRV_pNN50_norm,HRV_LF_norm,HRV_HF_norm,HRV_LFHF_norm,HRV_SDSD_norm,HRV_pNN20_norm,HRV_VLF_norm,HRV_maxNN_norm,HRV_minNN_norm,HRV_prc80NN_norm,HRV_madNN_norm,EDA_Tonic_norm,SCR_Amplitude_norm,SCR_Onsets_norm,SCR_Phasic_norm
1pzinond,Baseline_1,1721737215123390464,1721737352562343936,Baseline,820.1268656716418,80.70618071506564,37.38700348951741,14.925373134328357,0.006717799163505704,0.001973763951475581,3.403547399111983,37.43041024317752,52.98507462686567,0.010465791387898608,1000.0,585.0,883.0,46.0,6.098609939051043,2.283579010319575e-05,15,-0.00035780067669046047,2024-07-23 14:20:15.123390,2024-07-23 14:22:32.562344,,,,,,,,,,,,,,,,,,
1pzinond,Task_1,1721738314635018240,1721738589512925184,Task,793.7647058823529,87.19403008933243,38.08842756322388,16.013071895424837,0.006156800976180711,0.001382848117864001,4.452261167835798,38.11850718135019,55.22875816993464,0.00969494349945732,1032.0,595.0,867.0,60.5,4.874487924115715,2.825115219620406e-05,41,0.0005670043763583833,2024-07-23 14:38:34.635018,2024-07-23 14:43:09.512925,-26.362159789288853,6.487849374266787,0.7014240737064696,1.0876987610964797,-0.0005609981873249924,-0.00059091583361158,1.0487137687238146,0.68809693817267,2.2436835430689754,-0.0007708478884412874,32.0,10.0,-16.0,14.5,-1.224122014935328,5.415362093008309e-06,26.0,0.0009248050530488439
1pzinond,Task_2,1721738589512925184,1721738864390832128,Task,781.1573033707865,71.08833081855691,33.62639925249361,12.199036918138042,0.017692055349662495,0.00390911065045421,4.525851768254963,33.653377789449,51.04333868378812,0.013887370814655662,1034.0,560.0,840.0,47.0,5.095900970472138,3.013745461139941e-05,45,-0.00031532056843761014,2024-07-23 14:43:09.512925,2024-07-23 14:47:44.390832,-38.96956230085527,-9.61784989650873,-3.7606042370237986,-2.7263362161903153,0.010974256186156791,0.001935346698978629,1.12230436914298,-3.7770324537285163,-1.9417359430775463,0.0034215794267570543,34.0,-25.0,-43.0,1.0,-1.0027089685789052,7.301664508203661e-06,30.0,4.248010825285033e-05
1pzinond,Task_3,1721738864390832128,1721739139268739072,Task,785.8678343949044,87.15062425606219,35.94031912873006,14.012738853503185,0.008511598339885226,0.0017196215831577128,4.949692666834013,35.96810733766132,50.0,0.014446138801213454,1034.0,583.0,858.6,56.0,5.01642229157361,2.1353894669098395e-05,50,0.0003169684842735162,2024-07-23 14:47:44.390832,2024-07-23 14:52:19.268739,-34.259031276737346,6.444443540996545,-1.4466843607873514,-0.9126342808251717,0.0017937991763795225,-0.00025414236831786813,1.5461452677220295,-1.4623029055161965,-2.985074626865668,0.003980347413314846,34.0,-2.0,-24.399999999999977,10.0,-1.0821876474774328,-1.481895434097355e-06,35.0,0.0006747691609639767
1pzinond,Task_4,1721739139268739072,1721739414146646016,Task,767.710730948678,99.61647791821073,42.82064311328724,16.018662519440124,0.00681293205169602,0.00191317789738214,3.5610551747531494,42.853268969124144,49.30015552099534,0.007980600829048683,1006.0,412.0,856.0,66.0,5.481600948704157,2.1005915386591986e-05,45,-0.00019112412268254474,2024-07-23 14:52:19.268739,2024-07-23 14:56:54.146646,-52.41613472296376,18.91029720314509,5.433639623769828,1.0932893851117669,9.513288819031594e-05,-6.058605409344094e-05,0.15750777564116625,5.422858725946625,-3.6849191058703283,-0.0024851905588499246,6.0,-173.0,-27.0,20.0,-0.6170089903468856,-1.8298747166037645e-06,30.0,0.00016667655400791573
1pzinond,Task_5,1721739414146646016,1721739689024552960,Task,780.001564945227,99.5044224725263,49.56952623371019,18.30985915492958,0.009069383611238038,0.001753604464435491,5.171852487360995,49.60639095631005,53.20813771517997,0.004450639991160575,1144.0,412.0,853.2,56.0,5.563159831940006,2.842826710370901e-05,38,0.0006729486000323053,2024-07-23 14:56:54.146646,2024-07-23 15:01:29.024553,-40.12530072641482,18.79824175746066,12.18252274419278,3.384486020601223,0.002351584447732334,-0.00022015948704009005,1.7683050882490114,12.175980713132532,0.223063088314305,-0.006015151396738033,144.0,-173.0,-29.799999999999955,10.0,-0.5354501071110365,5.5924770005132594e-06,23.0,0.0010307492767227659
bty6xh4x,Baseline_1,1721737490001297408,1721737764879204352,Baseline,830.8569023569023,94.71399066749568,83.11377033657871,50.505050505050505,0.004298656802145125,0.004824256347028067,0.8910506600241648,83.18359291012885,78.78787878787878,0.006181594666551886,1223.0,582.0,902.0,58.0,14.04011507879758,5.601245971649224e-05,54,-5.003937272223677e-06,2024-07-23 14:24:50.001297,2024-07-23 14:29:24.879204,,,,,,,,,,,,,,,,,,
bty6xh4x,Task_1,1721738314635018240,1721738589512925184,Task,826.489966555184,79.69604568707493,76.35801243911206,47.491638795986624,0.012561189389712015,0.0226382426238376,0.5548659230502876,76.42202991055402,76.58862876254182,0.010892520696616352,1162.0,615.0,884.6,49.0,13.618349299338208,3.175853596590682e-05,32,0.0006074992533436716,2024-07-23 14:38:34.635018,2024-07-23 14:43:09.512925,-4.366935801718341,-15.01794498042075,-6.755757897466651,-3.013411709063881,0.00826253258756689,0.01781398627680953,-0.3361847369738772,-6.761562999574835,-2.1992500253369656,0.004710926030064466,-61.0,33.0,-17.399999999999977,-9.0,-0.4217657794593723,-2.4253923750585423e-05,-22.0,0.0006125031906158953
bty6xh4x,Task_2,1721738589512925184,1721738864390832128,Task,831.8381112984823,73.7720931026842,73.4249133837106,50.42158516020236,0.013622671345646686,0.013506983557535946,1.0085650350885482,73.48687237503555,76.55986509274874,0.006963007155447569,1122.0,677.0,893.0,45.0,13.414981972293297,2.529637623061524e-05,32,0.0017205686557917785,2024-07-23 14:43:09.512925,2024-07-23 14:47:44.390832,0.9812089415800074,-20.941897564811484,-9.688856952868107,-0.08346534484814327,0.009324014543501562,0.00868272721050788,0.11751437506438345,-9.696720535093306,-2.228013695130045,0.000781412488895683,-101.0,95.0,-9.0,-13.0,-0.6251331065042827,-3.0716083485877e-05,-22.0,0.0017255725930640023
bty6xh4x,Task_3,1721738864390832128,1721739139268739072,Task,823.4466666666667,68.70199241525142,72.05454945267542,45.666666666666664,0.02744662255869366,0.029186043136667877,0.9404023159347389,72.11474948715578,76.5,0.01397305741988218,1164.0,694.0,877.2,42.0,14.318967936429429,3.9723126790647126e-05,36,-0.0004129748220822237,2024-07-23 14:47:44.390832,2024-07-23 14:52:19.268739,-7.410235690235595,-26.011998252244254,-11.059220883903293,-4.838383838383841,0.023147965756548535,0.024361786789639808,0.04935165591057411,-11.068843422973075,-2.287878787878782,0.007791462753330294,-59.0,112.0,-24.799999999999955,-16.0,0.27885285763184875,-1.6289332925845115e-05,-18.0,-0.0004079708848100001
bty6xh4x,Task_4,1721739139268739072,1721739414146646016,Task,812.9176276771005,76.01747542467031,60.07761756272631,37.067545304777596,0.0050826183966762905,0.00560008228019919,0.9075970927511989,60.12637664973663,71.16968698517299,0.008015420672981449,1065.0,602.0,876.0,46.0,14.873345886298933,4.5390256365068454e-05,35,-0.00027260332022612747,2024-07-23 14:52:19.268739,2024-07-23 14:56:54.146646,-17.93927467980177,-18.69651524282537,-23.0361527738524,-13.43750520027291,0.0007839615945311653,0.0007758259331711237,0.016546432727034155,-23.057216260392224,-7.618191802705795,0.0018338260064295628,-158.0,20.0,-26.0,-12.0,0.8332308075013533,-1.0622203351423788e-05,-19.0,-0.0002675993829539038
bty6xh4x,Task_5,1721739414146646016,1721739689024552960,Task,802.5726495726495,171.71829612267868,216.9297910536387,44.1025641025641,0.012362795405220898,0.012278019339726243,1.006904702065451,217.11502088522542,72.47863247863248,0.009085286140795,2252.0,342.0,884.2,65.0,11.901894335465359,6.762779359175411e-05,20,-7.547241195334302e-05,2024-07-23 14:56:54.146646,2024-07-23 15:01:29.024553,-28.28425278425277,77.004305455183,133.81602071705998,-6.402486402486403,0.008064138603075772,0.007453762992698176,0.11585404204128613,133.93142797509657,-6.309246309246305,0.0029036914742431143,1029.0,-240.0,-17.799999999999955,7.0,-2.138220743332221,1.1615333875261873e-05,-34.0,-7.046847468111934e-05
u2v5t7mb,Baseline_1,1721737490001297408,1721737627440250880,Baseline,906.625,106.25570114149,46.958851186281976,28.61111111111111,0.0028670377615128135,0.0008724724524618243,3.286106917671722,47.02410245004489,65.0,0.006131005064521971,1115.0,605.0,998.0,65.0,9.641033535605736,6.143072825099141e-05,25,-0.00012306348633374964,2024-07-23 14:24:50.001297,2024-07-23 14:27:07.440251,,,,,,,,,,,,,,,,,,
u2v5t7mb,Task_1,1721738314635018240,1721738589512925184,Task,880.4428571428572,81.41910140815811,45.215089222305394,21.428571428571427,0.006676612283001211,0.002590253553134989,2.5775902420519774,45.2523984633582,63.92857142857142,0.0077381151650827516,1053.0,615.0,943.6000000000001,45.5,10.890485890497471,1.73907038255699e-05,35,0.00024854234292939097,2024-07-23 14:38:34.635018,2024-07-23 14:43:09.512925,-26.18214285714282,-24.83659973333188,-1.7437619639765813,-7.182539682539684,0.0038095745214883976,0.0017177811006731647,-0.7085166756197445,-1.7717039866866955,-1.0714285714285765,0.0016071101005607803,-62.0,10.0,-54.399999999999864,-19.5,1.2494523548917353,-4.4040024425421516e-05,10.0,0.0003716058292631406
u2v5t7mb,Task_2,1721738589512925184,1721738864390832128,Task,865.8010657193606,65.56892707792677,42.54823513575222,18.117229129662523,0.014026113124765724,0.0049101168340266056,2.8565742117511745,42.58583838968361,58.792184724689164,0.014567368404268316,1006.0,572.0,915.6,32.0,9.922239332231388,1.3968279018136904e-05,23,-2.836718557287723e-05,2024-07-23 14:43:09.512925,2024-07-23 14:47:44.390832,-40.82393428063938,-40.68677406356322,-4.410616050529754,-10.493881981448588,0.01115907536325291,0.0040376443815647815,-0.4295327059205474,-4.438264060361284,-6.2078152753108355,0.008436363339746344,-109.0,-33.0,-82.39999999999998,-33.0,0.2812057966256525,-4.746244923285451e-05,-2.0,9.469630076087241e-05
u2v5t7mb,Task_3,1721738864390832128,1721739139268739072,Task,874.658407079646,68.390605724462,41.695514836092485,14.513274336283185,0.008677718194894869,0.003203743705465904,2.7086181020316396,41.73247651723013,56.99115044247788,0.015177943418570768,1039.0,572.0,923.0,32.0,8.34118500928475,9.224034657051165e-06,17,6.762010595829328e-05,2024-07-23 14:47:44.390832,2024-07-23 14:52:19.268739,-31.966592920353946,-37.86509541702799,-5.2633363501894905,-14.097836774827925,0.0058106804333820546,0.0023312712530040797,-0.5774888156400824,-5.29162593281476,-8.008849557522119,0.009046938354048796,-76.0,-33.0,-75.0,-33.0,-1.2998485263209858,-5.2206693593940245e-05,-8.0,0.00019068359229204292
u2v5t7mb,Task_4,1721739139268739072,1721739414146646016,Task,884.9657657657658,150.36054352697863,201.27628872853387,21.8018018018018,0.024653450556276404,0.06193534847716415,0.39805137393174184,201.45817518311603,63.60360360360361,0.009343401272005772,2501.0,337.0,955.2,52.0,6.585459468925339,2.6570148615837615e-05,10,1.0185478887941117e-05,2024-07-23 14:52:19.268739,2024-07-23 14:56:54.146646,-21.65923423423419,44.10484238548864,154.3174375422519,-6.8093093093093096,0.02178641279476359,0.061062876024702326,-2.88805554373998,154.43407273307113,-1.3963963963963906,0.0032123962074838003,1386.0,-268.0,-42.799999999999955,-13.0,-3.055574066680397,-3.48605796351538e-05,-15.0,0.00013324896522169075
u2v5t7mb,Task_5,1721739414146646016,1721739689024552960,Task,949.2494623655914,535.6995206526809,635.5559201094793,36.774193548387096,0.0023542060408904357,0.0005077987400832548,4.636100594705017,636.2413390097806,70.96774193548387,0.0010176871125124804,9325.0,335.0,996.2,71.0,4.023992114728622,3.18107598840342e-05,11,-0.004346137978602321,2024-07-23 14:56:54.146646,2024-07-23 15:01:29.024553,42.6244623655914,429.4438195111909,588.5970689231973,8.163082437275985,-0.0005128317206223778,-0.0003646737123785695,1.3499936770332948,589.2172365597357,5.967741935483872,-0.005113317952009491,8210.0,-270.0,-1.7999999999999545,6.0,-5.617041420877114,-2.9619968366957214e-05,-14.0,-0.004223074492268571
