Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable
gmkg70ap,Task_1,1731424665633355000,1731424965632650700,Task,892.7587064676617,57.88408734185854,48.82895486202532,29.850746268656714,0.017099971196000017,0.01844383466785977,0.9271375234022472,48.889945240672034,66.4179104477612,0.013052741524922968,1034.0,719.0,941.0,42.0,10.582856249271966,0.00010540734364629774,48,-0.00010102756277834128,2024-11-12 16:17:45.633355,2024-11-12 16:22:45.632651
gmkg70ap,Task_2,1731424935633583800,1731425235632826600,Task,896.0200501253133,67.49881516918435,51.97859049018868,33.33333333333333,0.01997677591767082,0.010762454093082421,1.8561543440646044,52.044013537468075,70.42606516290726,0.004218789109426808,1197.0,719.0,953.4000000000001,47.0,10.581639572857041,7.401436726159177e-05,31,0.0005719046775308671,2024-11-12 16:22:15.633584,2024-11-12 16:27:15.632827
gmkg70ap,Task_3,1731425205633946600,1731425505633312100,Task,873.5882352941177,59.47701687986126,46.59235630280642,27.450980392156865,0.0194398342719858,0.01635778050395585,1.1884151561567051,46.648221785838025,67.64705882352942,0.01109418263365206,1039.0,724.0,921.6,40.5,9.929031189494612,5.990750802491949e-05,38,8.362164996763621e-05,2024-11-12 16:26:45.633947,2024-11-12 16:31:45.633312
gmkg70ap,Task_4,1731425475633619600,1731425775633253100,Task,856.0887290167866,75.380823493407,47.94395265467634,25.41966426858513,0.006289283050524183,0.005768967329471998,1.090192176751295,48.00091126867071,63.30935251798561,0.0032750378263347803,1145.0,704.0,909.0,44.0,10.891316445661351,8.459058211346897e-05,51,0.00018152772490354592,2024-11-12 16:31:15.633620,2024-11-12 16:36:15.633253
gmkg70ap,Task_5,1731425745634461600,1731426045632501500,Task,912.0355329949239,74.48905690994829,65.52335791586061,31.472081218274113,0.027644777247418293,0.021589424633244862,1.2804777207841374,65.60687994929896,67.00507614213198,0.013744176825208931,1124.0,389.0,968.0,46.0,10.432696726495635,5.5211900902475366e-05,29,-0.0002445149872046649,2024-11-12 16:35:45.634462,2024-11-12 16:40:45.632502
gmkg70ap,Task_6,1731426015633926200,1731426163051673600,Task,897.4132653061224,77.346092852448,55.26973484415851,30.612244897959183,0.017486796362257587,0.008321330740617717,2.101442294187611,55.40418472377479,63.775510204081634,0.0025700007633176866,1090.0,710.0,967.0,51.0,12.244052673133087,6.795529185829501e-05,17,-0.0023391509869447936,2024-11-12 16:40:15.633926,2024-11-12 16:42:43.051674
gmkg70ap,Baseline_1,1731423655775773400,1731423955773083100,Baseline,930.7552083333334,98.3873491302921,67.51595885225139,43.22916666666667,0.036428034174633694,0.005118510587996979,7.116920742541442,67.6038165383673,75.26041666666666,0.007118358145467052,1203.0,707.0,1020.0,77.99999999999994,9.617728741216855,0.0001131058178155239,32,-0.00039579849354943905,2024-11-12 16:00:55.775774,2024-11-12 16:05:55.773083
18kw7onw,Task_1,1731424737197817856,1731425012075724800,Task,728.2833333333333,43.11547146460977,30.343081248715677,8.93939393939394,0.016826989422982087,0.010921332586967161,1.5407450774882883,30.366118573652237,49.3939393939394,0.009906384318860218,881.0,623.0,764.0,28.0,4.828569903576815,1.4111582336003789e-05,50,5.494389384487077e-05,2024-11-12 16:18:57.197818,2024-11-12 16:23:32.075725
18kw7onw,Task_2,1731425012075724800,1731425286953631744,Task,728.4486404833837,44.3547750786657,30.123573029147124,8.91238670694864,0.013661542806971697,0.00974828949798886,1.4014297390111534,30.146384937909982,47.129909365558916,0.006253684907129603,875.0,633.0,765.0,31.5,4.865686209384552,1.0442338458676292e-05,47,0.00023310455283576947,2024-11-12 16:23:32.075725,2024-11-12 16:28:06.953632
18kw7onw,Task_3,1731425286953631744,1731425561831538688,Task,740.3318112633181,47.53826547815603,32.67798356318972,12.785388127853881,0.022330722925514072,0.010388725876045878,2.1495150793230398,32.70283011831179,50.38051750380518,0.008896475063189574,888.0,621.0,784.0,35.0,4.686389948143006,7.213868104080251e-06,35,7.211312380190527e-06,2024-11-12 16:28:06.953632,2024-11-12 16:32:41.831539
