Participant_Code,Window_ID,Window_Start,Window_End,Segment_Type,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_SDSD,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,Window_Start_readable,Window_End_readable,HRV_MeanNN_norm,HRV_SDNN_norm,HRV_RMSSD_norm,HRV_pNN50_norm,HRV_LF_norm,HRV_HF_norm,HRV_LFHF_norm,HRV_SDSD_norm,HRV_pNN20_norm,HRV_VLF_norm,HRV_maxNN_norm,HRV_minNN_norm,HRV_prc80NN_norm,HRV_madNN_norm,EDA_Tonic_norm,SCR_Amplitude_norm,SCR_Onsets_norm,SCR_Phasic_norm
07cwkx8l,Baseline_1,1723551684187127808,1723551821626081280,Baseline,675.8345588235294,58.00097018135229,31.05816440852962,11.029411764705882,0.0131139714739908,0.0021788603524347,6.018729681017257,31.08679035189354,48.713235294117645,0.0105616460235095,832.0,524.0,721.4000000000001,38.0,24.998885832804188,3.937481136079305e-07,443,5.9337906062176e-06,2024-08-13 14:21:24.187128,2024-08-13 14:23:41.626081,,,,,,,,,,,,,,,,,,
07cwkx8l,Task_1,1723552233942941696,1723552508820848640,Task,688.29,47.85711838091232,27.400359936610684,6.25,0.0251368810944671,0.0042684504413674,5.88899448166348,27.41746982218231,43.75,0.0137837689941169,850.0,568.0,726.2,33.0,24.99900316516754,4.0816490398247274e-07,836,-1.5042541470564803e-06,2024-08-13 14:30:33.942942,2024-08-13 14:35:08.820849,12.455441176470572,-10.143851800439968,-3.657804471918936,-4.779411764705882,0.0120229096204762,0.0020895900889327,-0.1297351993537772,-3.669320529711232,-4.963235294117645,0.0032221229706074,18.0,44.0,4.7999999999999545,-5.0,0.0001173323633523,1.4416790374542294e-08,393.0,-7.43804475327408e-06
07cwkx8l,Task_2,1723552508820848640,1723552783698755584,Task,701.6893453145058,62.79858059206461,29.335068987366867,7.445442875481387,0.0162780544475632,0.0026885180228823,6.054656992818485,29.352954696586455,42.3620025673941,0.0151019472998148,933.0,521.0,746.0,39.0,24.99891868789655,4.300324405923454e-07,846,-7.470835049125012e-07,2024-08-13 14:35:08.820849,2024-08-13 14:39:43.698756,25.85478649097638,4.797610410712323,-1.7230954211627534,-3.5839688892244954,0.0031640829735723,0.0005096576704475,0.0359273118012275,-1.733835655307086,-6.351232726723545,0.0045403012763053,101.0,-3.0,24.59999999999991,1.0,3.285509236050643e-05,3.6284326984414896e-08,403.0,-6.680874111130101e-06
07cwkx8l,Task_3,1723552783698755584,1723553058576662528,Task,722.8745046235139,68.54515251848271,29.245924059158636,8.718626155878468,0.0121294584224918,0.0018929569313439,6.407677967549168,29.26434802954697,43.46103038309115,0.0160351772978715,975.0,556.0,777.8000000000001,44.0,24.998876403261075,4.19531550741061e-07,811,-6.106805204721796e-07,2024-08-13 14:39:43.698756,2024-08-13 14:44:18.576663,47.03994579998448,10.544182337130422,-1.8122403493709849,-2.3107856088274144,-0.000984513051499,-0.0002859034210908,0.3889482865319111,-1.822442322346571,-5.252204911026496,0.005473531274362,143.0,32.0,56.39999999999998,6.0,-9.429543112560168e-06,2.578343713313048e-08,368.0,-6.54447112668978e-06
07cwkx8l,Task_4,1723553058576662528,1723553333454569472,Task,758.3965217391304,278.34313040871035,355.4560058930437,16.869565217391305,0.0005334593277303,8.934222311865406e-05,5.970965452940076,355.7378174641084,45.91304347826087,0.0006830086248329,4698.0,306.0,800.0,60.0,24.998832469515794,2.21556268664663e-07,202,-3.4918909678871585e-06,2024-08-13 14:44:18.576663,2024-08-13 14:48:53.454570,82.56196291560104,220.34216022735808,324.39784148451406,5.840153452685422,-0.0125805121462605,-0.0020895181293161,-0.047764228077181,324.6510271122148,-2.8001918158567776,-0.0098786373986765,3866.0,-218.0,78.59999999999991,22.0,-5.3363288394336905e-05,-1.7219184494326748e-07,-241.0,-9.42568157410476e-06
0k5o6enp,Baseline_1,1723551271870267392,1723551546748174336,Baseline,948.1362763915548,222.43322820211856,187.09802038174865,55.470249520153544,0.0021071451580521,0.004366961858421,0.4825197073770647,187.2773955111066,74.6641074856046,0.0012371958469638,1464.0,412.0,1170.0,168.0,4.0225251895566565,1.0050287585694335e-05,16,3.374266661400772e-05,2024-08-13 14:14:31.870267,2024-08-13 14:19:06.748174,,,,,,,,,,,,,,,,,,
0k5o6enp,Task_1,1723552233942941696,1723552508820848640,Task,819.565,56.4439454085982,39.125989722770086,15.0,0.0193364831154911,0.0077596043650818,2.491941883339472,39.15843255098626,59.333333333333336,0.0129060324354851,1088.0,677.0,862.0,35.0,7.291803360363397,1.3357561233806358e-05,21,-0.0002267028845724,2024-08-13 14:30:33.942942,2024-08-13 14:35:08.820849,-128.57127639155465,-165.98928279352037,-147.97203065897855,-40.470249520153544,0.017229337957439,0.0033926425066607,2.009422175962407,-148.1189629601203,-15.330774152271267,0.0116688365885212,-376.0,265.0,-308.0,-133.0,3.26927817080674,3.3072736481120207e-06,5.0,-0.0002604455511864
0k5o6enp,Task_2,1723552508820848640,1723552783698755584,Task,866.9129662522203,64.70255974280384,39.99459483053132,18.47246891651865,0.0025804563437564,0.0017188853859331,1.5012381656590867,40.03015151407242,59.50266429840142,0.002321606981413,1073.0,677.0,917.0,41.0,4.360263927013495,9.342963076098204e-07,12,-4.806732767232647e-06,2024-08-13 14:35:08.820849,2024-08-13 14:39:43.698756,-81.22331013933444,-157.73066845931476,-147.1034255512173,-36.997780603634894,0.0004733111857043,-0.0026480764724879,1.018718458282022,-147.24724399703416,-15.161443187203185,0.0010844111344491,-391.0,265.0,-253.0,-127.0,0.3377387374568386,-9.115991278084516e-06,-4.0,-3.8549399381240366e-05
0k5o6enp,Task_3,1723552783698755584,1723553058576662528,Task,926.2656546489565,119.56003637186517,75.71655167609411,31.309297912713475,0.0038960286157646,0.0021834257970468,1.7843650198848713,75.78659136512316,69.63946869070209,0.0112032342751935,1386.0,367.0,1003.8,54.0,2.728299077381589,6.518597345583954e-07,18,3.962323282156361e-06,2024-08-13 14:39:43.698756,2024-08-13 14:44:18.576663,-21.87062174259836,-102.87319183025342,-111.38146870565453,-24.16095160744007,0.0017888834577125,-0.0021835360613742,1.3018453125078069,-111.49080414598345,-5.024638794902515,0.0099660384282297,-78.0,-45.0,-166.20000000000005,-114.0,-1.2942261121750676,-9.39842785113594e-06,2.0,-2.9780343331851355e-05
0k5o6enp,Task_4,1723553058576662528,1723553333454569472,Task,1096.3198198198197,150.30943692850528,103.23342460101416,60.36036036036037,0.0023986203251143,0.0032759575893367,0.7321890652436445,103.34616541076964,83.1081081081081,0.0019195326428024,1386.0,367.0,1217.0,79.0,2.41417625441018,5.521882657424905e-07,17,-3.4063468059648736e-06,2024-08-13 14:44:18.576663,2024-08-13 14:48:53.454570,148.183543428265,-72.1237912736133,-83.86459578073448,4.890110840206823,0.0002914751670621,-0.0010910042690842,0.2496693578665798,-83.93123010033695,8.444000622503495,0.0006823367958385,-78.0,-45.0,47.0,-89.0,-1.6083489351464766,-9.498099319951846e-06,1.0,-3.714901341997259e-05
